#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
group_16065_+1_76_1050 -          DUF4404              PF14357.9      0.051   14.2   0.5      0.11   13.2   0.5   1.5   1   0   0   1   1   1   0 -
group_10175_+1_1_270   -          DUF4404              PF14357.9      0.096   13.3   0.1      0.16   12.6   0.0   1.4   1   1   0   1   1   1   0 -
group_12194_+1_1_543   -          DUF4404              PF14357.9       0.12   13.0   2.1      0.22   12.1   0.7   2.1   2   1   0   2   2   2   0 -
group_5222_+1_1_540    -          DUF4404              PF14357.9       0.46   11.1   4.0      0.54   10.9   1.8   2.0   2   1   0   2   2   2   0 -
group_16375_+1_1_693   -          DUF4404              PF14357.9          2    9.1   5.2      0.56   10.8   0.4   2.5   2   1   1   3   3   3   0 -
group_12694_+1_1_1992  -          DUF4404              PF14357.9        5.8    7.6  19.0       7.3    7.3   0.1   4.9   6   0   0   6   6   6   0 -
group_15970_+1_1_693    -          DUF4405              PF14358.9    9.5e-06   26.0  13.2      0.32   11.5   1.7   3.5   3   0   0   3   3   3   3 -
group_9046_+1_1_1164    -          DUF4405              PF14358.9      2e-05   24.9   9.9     0.023   15.1   0.2   4.2   3   1   1   4   4   4   2 -
group_18524_+1_1_522    -          DUF4405              PF14358.9    5.2e-05   23.6   9.2   5.2e-05   23.6   9.2   1.8   2   0   0   2   2   2   1 -
group_3599_+1_64_1146   -          DUF4405              PF14358.9    0.00057   20.3   5.2      0.19   12.2   0.7   3.5   3   1   0   3   3   3   1 -
group_7365_+1_1_564     -          DUF4405              PF14358.9    0.00089   19.6   5.5   0.00089   19.6   5.5   2.7   2   1   0   2   2   2   1 -
group_5232_+1_1_1143    -          DUF4405              PF14358.9    0.00093   19.6  15.1     0.074   13.5   3.4   4.5   4   1   1   5   5   5   2 -
group_24916_+1_55_1104  -          DUF4405              PF14358.9     0.0019   18.6   8.7    0.0023   18.3   2.5   3.0   3   1   0   3   3   2   1 -
group_26178_+1_1_1200   -          DUF4405              PF14358.9     0.0024   18.3   7.6      0.39   11.2   4.8   2.9   2   0   0   2   2   2   2 -
group_1891_+1_1_1443    -          DUF4405              PF14358.9     0.0048   17.3  16.4      0.16   12.4   0.2   3.8   3   0   0   3   3   3   2 -
group_10457_+1_1_891    -          DUF4405              PF14358.9     0.0088   16.5   9.7       4.5    7.8   0.2   3.9   3   1   0   3   3   3   2 -
group_16759_+1_1_699    -          DUF4405              PF14358.9       0.01   16.2  18.4     0.094   13.2   0.7   3.6   3   1   0   3   3   3   0 -
group_26085_+1_76_1137  -          DUF4405              PF14358.9       0.01   16.2  11.4     0.022   15.2   1.5   4.1   3   1   1   4   4   4   0 -
sasA_3_+1_1_1395        -          DUF4405              PF14358.9      0.085   13.3   0.1       0.2   12.1   0.1   1.6   1   0   0   1   1   1   0 -
group_5208_+1_1_498     -          DUF4405              PF14358.9       0.13   12.7   1.3      0.21   12.1   1.3   1.3   1   0   0   1   1   1   0 -
group_12007_+1_157_1194 -          DUF4405              PF14358.9          2    8.9   6.5       1.7    9.1   0.5   3.0   2   1   1   3   3   3   0 -
group_12247_+1_1_381    -          DUF4405              PF14358.9        4.5    7.8  17.5       6.8    7.2   0.7   2.7   2   1   0   2   2   2   0 -
group_19036_+1_1_432 -          DUF4406              PF14359.9    6.8e-17   61.5   0.0   2.5e-16   59.7   0.0   1.8   1   1   0   1   1   1   1 -
group_21729_+1_1_561 -          DUF4406              PF14359.9     0.0043   17.3   0.0      0.39   11.1   0.0   2.3   2   0   0   2   2   2   2 -
group_22516_+1_1_843 -          DUF4406              PF14359.9       0.06   13.7   0.0      0.18   12.1   0.0   1.9   2   0   0   2   2   2   0 -
group_7596_+1_1_1770        -          DUF4407              PF14362.9    7.1e-28   97.7  13.9   1.3e-25   90.3  13.9   2.5   1   1   0   1   1   1   1 -
group_10400_+1_1_1716       -          DUF4407              PF14362.9    1.8e-26   93.1  21.3   4.8e-25   88.4  21.3   2.7   1   1   0   1   1   1   1 -
group_16668_+1_1_2103       -          DUF4407              PF14362.9    1.9e-24   86.5  12.9   3.3e-16   59.4   0.9   2.7   2   1   1   3   3   3   2 -
group_14133_+1_1_1557       -          DUF4407              PF14362.9    7.9e-24   84.5  20.2   2.8e-13   49.8  17.1   2.8   1   1   1   2   2   2   2 -
group_26286_minus1_22_1674  -          DUF4407              PF14362.9    9.7e-24   84.2  17.8   2.4e-21   76.3  17.7   2.7   1   1   0   1   1   1   1 -
group_562_+1_1_2589         -          DUF4407              PF14362.9    8.1e-22   77.8  25.7   2.7e-21   76.1  20.0   3.2   2   1   0   2   2   2   1 -
group_19985_+1_1_1935       -          DUF4407              PF14362.9    1.6e-21   76.9  26.4     6e-19   68.4  26.4   2.8   1   1   0   1   1   1   1 -
group_13258_+1_1_1644       -          DUF4407              PF14362.9      5e-20   72.0  22.1   7.8e-20   71.3  16.0   3.4   1   1   1   2   2   2   1 -
group_20854_+1_1_1602       -          DUF4407              PF14362.9    2.4e-19   69.8  14.2   4.8e-17   62.2  14.2   3.0   1   1   0   1   1   1   1 -
group_21256_minus1_4_1134   -          DUF4407              PF14362.9    1.4e-18   67.2  20.7   4.7e-16   58.9  20.5   2.9   1   1   0   1   1   1   1 -
group_19152_+1_1_1374       -          DUF4407              PF14362.9    0.00038   19.8  16.3    0.0036   16.6   8.2   2.3   2   0   0   2   2   2   2 -
group_14976_+1_283_1962     -          DUF4407              PF14362.9     0.0024   17.2   3.9    0.0024   17.2   3.9   2.4   2   1   0   2   2   2   1 -
group_21293_minus1_121_1704 -          DUF4407              PF14362.9      0.012   14.9  10.6       3.1    7.0   0.0   3.6   1   1   1   3   3   3   0 -
group_18565_+1_1_1083       -          DUF4407              PF14362.9      0.013   14.8   6.5      0.89    8.8   2.0   2.3   2   0   0   2   2   2   0 -
group_21497_+1_1_846        -          DUF4407              PF14362.9      0.024   13.9   0.8      0.03   13.6   0.8   1.2   1   0   0   1   1   1   0 -
group_19916_+1_1_1761       -          DUF4407              PF14362.9       0.03   13.6   9.0     0.024   13.9   3.8   2.1   2   0   0   2   2   2   0 -
group_22359_+1_217_948      -          DUF4407              PF14362.9      0.047   13.0   5.6     0.091   12.0   5.6   1.5   1   1   0   1   1   1   0 -
group_22542_+1_1_1812       -          DUF4407              PF14362.9      0.087   12.1   2.0      0.12   11.6   2.0   1.1   1   0   0   1   1   1   0 -
group_19157_minus1_1_357    -          DUF4407              PF14362.9      0.094   12.0   0.4      0.13   11.5   0.4   1.1   1   0   0   1   1   1   0 -
group_13196_+1_1_696        -          DUF4407              PF14362.9       0.19   11.0   8.6     0.036   13.4   3.2   2.2   1   1   1   2   2   2   0 -
group_19956_+1_1_1761       -          DUF4407              PF14362.9       0.68    9.2  13.7       1.8    7.8   6.9   2.2   2   0   0   2   2   2   0 -
group_1616_minus1_1_393     -          DUF4407              PF14362.9       0.98    8.6   4.9       1.2    8.3   4.9   1.1   1   0   0   1   1   1   0 -
group_19455_+1_1_591        -          DUF4407              PF14362.9          1    8.5  22.2       1.9    7.7  22.2   1.5   1   1   0   1   1   1   0 -
emrA_4_+1_1_1167            -          DUF4407              PF14362.9        1.8    7.8  19.3       2.7    7.2  19.3   1.3   1   0   0   1   1   1   0 -
group_21905_minus1_76_1305  -          DUF4407              PF14362.9        3.7    6.7  11.2         4    6.6   3.3   1.7   1   1   1   2   2   2   0 -
group_16376_+1_1_603        -          DUF4407              PF14362.9          4    6.6  21.9       2.3    7.4   9.1   2.0   1   1   1   2   2   2   0 -
group_719_+1_1_240          -          DUF4407              PF14362.9        5.1    6.3   5.8       6.3    6.0   5.8   1.0   1   0   0   1   1   1   0 -
group_13779_+1_1_591        -          DUF4407              PF14362.9        5.1    6.3  23.1       8.3    5.6  23.1   1.5   1   1   0   1   1   1   0 -
group_20162_+1_1_1275 -          DUF4417              PF14386.9    3.1e-09   36.8   0.0   4.2e-09   36.3   0.0   1.2   1   0   0   1   1   1   1 -
group_16001_+1_1_1146 -          DUF4417              PF14386.9    2.4e-06   27.4   0.0   3.5e-06   26.8   0.0   1.3   1   0   0   1   1   1   1 -
group_23823_+1_1_1947 -          DUF4417              PF14386.9      0.032   13.9   0.0     0.084   12.5   0.0   1.6   2   0   0   2   2   2   0 -
group_10391_+1_1_2037 -          DUF4417              PF14386.9      0.061   13.0   0.0       0.1   12.3   0.0   1.2   1   0   0   1   1   1   0 -
group_12463_+1_1_1938 -          DUF4417              PF14386.9      0.091   12.4   0.0      0.15   11.7   0.0   1.2   1   0   0   1   1   1   0 -
lgoT_+1_1_1206       -          DUF4418              PF14387.9        2.7    8.2   8.4       1.1    9.6   0.8   2.9   3   0   0   3   3   3   0 -
group_13043_+1_1_969 -          DUF4420              PF14390.9    6.4e-61  206.2   0.0   7.8e-61  205.9   0.0   1.0   1   0   0   1   1   1   1 -
group_18525_+1_1_471 -          DUF4423              PF14394.9      0.035   13.8   0.0      0.05   13.3   0.0   1.4   1   1   0   1   1   1   0 -
group_17070_+1_1_702 -          DUF4423              PF14394.9      0.038   13.7   0.0     0.067   12.9   0.0   1.5   1   0   0   1   1   1   0 -
group_14609_+1_1_324 -          DUF4423              PF14394.9      0.065   13.0   0.0     0.076   12.7   0.0   1.1   1   0   0   1   1   1   0 -
group_5489_+1_151_1014 -          DUF4424              PF14415.9   2.4e-109  365.2   0.0  2.7e-109  365.1   0.0   1.0   1   0   0   1   1   1   1 -
group_5781_+1_1_369  -          DUF4431              PF14485.9     0.0045   16.7   0.2     0.042   13.6   0.1   2.1   2   0   0   2   2   2   1 -
group_21313_+1_1_423 -          DUF4431              PF14485.9       0.02   14.7   0.1       1.5    8.7   0.0   2.3   2   0   0   2   2   2   0 -
group_19186_+1_1_1686 -          DUF4435              PF14491.9       0.16   11.8   0.2      0.29   11.0   0.2   1.4   1   0   0   1   1   1   0 -
group_26076_+1_1_483 -          DUF4437              PF14499.9    0.00026   20.2   0.2    0.0003   20.0   0.2   1.1   1   0   0   1   1   1   1 -
group_20380_+1_1_456 -          DUF4439              PF14530.9     0.0055   17.3   0.2    0.0078   16.8   0.2   1.2   1   0   0   1   1   1   1 -
group_2046_+1_31_918 -          DUF4439              PF14530.9      0.014   16.0   0.3     0.014   16.0   0.3   2.5   2   1   0   2   2   2   0 -
group_26013_+1_1_1266    -          DUF444               PF04285.15  7.4e-162  539.2   0.0  8.5e-162  539.0   0.0   1.0   1   0   0   1   1   1   1 -
group_13122_minus1_1_402 -          DUF444               PF04285.15     0.083   11.9   3.4       0.1   11.6   3.4   1.1   1   0   0   1   1   1   0 -
group_18380_+1_1_804 -          DUF4440              PF14534.9    4.6e-10   39.9   0.1   0.00012   22.4   0.0   2.3   2   0   0   2   2   2   2 -
group_23824_+1_1_510 -          DUF4440              PF14534.9    4.3e-09   36.7   0.0   5.3e-09   36.4   0.0   1.1   1   0   0   1   1   1   1 -
group_19462_+1_1_327 -          DUF4440              PF14534.9    1.5e-06   28.6   0.3   1.8e-06   28.3   0.3   1.1   1   0   0   1   1   1   1 -
group_10283_+1_1_378 -          DUF4440              PF14534.9    4.7e-06   27.0   0.0   5.7e-06   26.7   0.0   1.1   1   0   0   1   1   1   1 -
group_18264_+1_1_495 -          DUF4440              PF14534.9    2.3e-05   24.7   0.0   3.8e-05   24.0   0.0   1.3   1   0   0   1   1   1   1 -
group_1650_+1_1_465  -          DUF4440              PF14534.9    0.00012   22.4   0.2   0.00024   21.5   0.2   1.5   1   1   1   2   2   2   1 -
group_11876_+1_1_405 -          DUF4440              PF14534.9     0.0016   18.8   0.3    0.0021   18.5   0.3   1.1   1   0   0   1   1   1   1 -
group_18836_+1_1_315 -          DUF4440              PF14534.9     0.0022   18.4   0.1    0.0027   18.1   0.1   1.2   1   0   0   1   1   1   1 -
group_11792_+1_1_387 -          DUF4440              PF14534.9      0.005   17.2   0.2     0.006   17.0   0.2   1.1   1   0   0   1   1   1   1 -
group_21316_+1_1_363 -          DUF4440              PF14534.9     0.0086   16.5   0.0     0.012   16.0   0.0   1.4   1   1   0   1   1   1   1 -
group_14402_+1_1_444 -          DUF4440              PF14534.9      0.018   15.4   0.0     0.026   14.9   0.0   1.3   1   0   0   1   1   1   0 -
group_1652_+1_1_483  -          DUF4440              PF14534.9      0.025   15.0   1.3     0.063   13.7   1.3   1.6   1   1   0   1   1   1   0 -
group_17188_+1_1_327 -          DUF4440              PF14534.9       0.11   12.9   0.0      0.15   12.5   0.0   1.1   1   0   0   1   1   1   0 -
group_4244_+1_1_600  -          DUF4442              PF14539.9    2.2e-06   27.8   0.0   3.7e-06   27.1   0.0   1.4   1   1   0   1   1   1   1 -
group_2466_+1_43_474 -          DUF4442              PF14539.9     0.0082   16.3   0.0    0.0092   16.1   0.0   1.1   1   0   0   1   1   1   1 -
group_8578_+1_1_507  -          DUF4442              PF14539.9      0.023   14.8   0.0     0.042   14.0   0.0   1.4   1   1   0   1   1   1   0 -
group_2202_+1_1_411  -          DUF4442              PF14539.9      0.034   14.3   0.0     0.035   14.2   0.0   1.2   1   0   0   1   1   1   0 -
group_12088_+1_1_1281 -          DUF445               PF04286.15   6.1e-89  299.3   0.0     7e-89  299.1   0.0   1.0   1   0   0   1   1   1   1 -
group_10613_+1_1_2187 -          DUF4455              PF14643.9      0.097   11.2   4.6       1.2    7.7   0.6   3.2   2   2   2   4   4   4   0 -
group_23037_+1_1_738 -          DUF4456              PF14644.9     0.0065   16.3   1.8      0.19   11.5   0.0   2.3   1   1   1   2   2   2   2 -
group_21402_+1_1_789 -          DUF4501              PF14946.9        5.5    6.8   4.6      0.65    9.8   0.2   1.6   2   0   0   2   2   2   0 -
group_14886_+1_1_201 -          DUF4519              PF15012.9        4.4    7.5   5.4       4.1    7.6   0.4   2.3   2   1   0   2   2   2   0 -
group_15753_+1_1_1092 -          DUF4533              PF15047.9       0.71    9.5   3.2       2.2    7.9   0.3   2.3   2   1   0   2   2   2   0 -
group_23292_+1_1_564  -          DUF4533              PF15047.9          1    9.0   6.1      0.26   11.0   2.0   1.9   2   0   0   2   2   2   0 -
group_23862_+1_1_576  -          DUF4536              PF15055.9       0.13   12.5   0.1      0.23   11.7   0.1   1.4   1   0   0   1   1   1   0 -
group_17052_+1_1_1263 -          DUF4536              PF15055.9        4.2    7.7  11.5        15    5.9   0.7   3.9   3   0   0   3   3   3   0 -
group_11849_+1_1_1317 -          DUF4538              PF15061.9       0.74    9.5  10.5       1.6    8.4   0.1   4.3   4   1   0   4   4   4   0 -
group_12141_+1_1_372 -          DUF454               PF04304.16   1.6e-35  121.6   4.0   1.8e-35  121.4   4.0   1.0   1   0   0   1   1   1   1 -
group_12142_+1_1_336 -          DUF454               PF04304.16   2.9e-35  120.7   3.5   3.2e-35  120.6   3.5   1.0   1   0   0   1   1   1   1 -
group_16253_minus1_34_954 -          DUF4542              PF15075.9      0.055   13.8   0.5        15    6.0   0.0   3.6   1   1   2   3   3   3   0 -
group_10029_+1_1_459 -          DUF455               PF04305.17      0.12   11.9   0.2       8.5    5.8   0.1   2.1   2   0   0   2   2   2   0 -
group_12219_+1_1_1413 -          DUF456               PF04306.16   4.8e-05   23.7   6.9   4.8e-05   23.7   6.9   3.8   4   1   0   4   4   4   1 -
group_16987_+1_1_1239  -          DUF4567              PF15131.9      0.045   14.0   3.3       4.7    7.5   0.3   2.7   2   0   0   2   2   2   0 -
group_17207_+1_31_1635 -          DUF4567              PF15131.9      0.088   13.0   0.0      0.18   12.0   0.0   1.5   1   0   0   1   1   1   0 -
group_13990_+1_1_1695 -          DUF4577              PF15145.9      0.033   14.1   0.1     0.082   12.9   0.1   1.6   1   0   0   1   1   1   0 -
group_21046_+1_1_375  -          DUF4577              PF15145.9       0.58   10.1   4.3      0.76    9.7   4.3   1.1   1   0   0   1   1   1   0 -
group_7029_+1_1_486  -          DUF4579              PF15158.9      0.054   13.3   2.1     0.074   12.9   2.1   1.2   1   0   0   1   1   1   0 -
group_13315_+1_1_2808 -          DUF4585              PF15232.9      0.076   13.1   0.0      0.17   11.9   0.0   1.5   1   0   0   1   1   1   0 -
group_25630_+1_1_1671 -          DUF4586              PF15239.9       0.24   11.5   0.0      0.37   10.8   0.0   1.2   1   0   0   1   1   1   0 -
group_8445_+1_1_1683  -          DUF4600              PF15372.9      0.019   15.2   2.4       0.3   11.4   0.3   2.9   3   0   0   3   3   3   0 -
group_16043_+1_1_1884 -          DUF4600              PF15372.9        2.5    8.4  20.4      0.11   12.7   5.2   3.2   3   1   0   3   3   3   0 -
group_22555_+1_1_750 -          DUF4611              PF15387.9      0.093   13.0   0.1      0.16   12.2   0.1   1.4   1   0   0   1   1   1   0 -
group_28_+1_1_2148   -          DUF4611              PF15387.9       0.64   10.3   2.8       2.3    8.5   1.5   2.5   2   0   0   2   2   2   0 -
group_13759_+1_1_540 -          DUF4614              PF15391.9       0.11   12.5   0.2       0.2   11.7   0.2   1.3   1   0   0   1   1   1   0 -
